hours_used,day_of_week,room_temperature,appliance_type,current,usage_label
13,5,18.889760888370642,0,1.0591917258161252,1
18,2,24.434099199259776,0,1.4346516831990248,1
5,3,24.170052621381863,0,0.6674900012283954,0
0,2,34.92316834197237,0,0.3497972701578995,0
22,4,25.587989970359917,1,1.2952267876455463,1
14,0,23.67068234102741,0,1.0111876833266775,1
0,4,27.86807511418347,1,0.19597001253516197,0
16,1,19.509045699832065,0,1.1583471971499621,1
0,1,34.348317511231826,0,0.4457695137780081,0
14,3,28.794320775047563,0,1.0725229862702232,1
22,4,30.832242938994412,1,1.2941617042102378,1
1,6,20.8981249489566,1,0.21822210792977983,0
13,3,24.961123501088466,1,0.9369425675926667,1
20,6,25.185714927735223,1,1.1839378616941043,1
7,3,31.970709546318474,0,0.8416278521739601,0
7,1,18.02102355590996,1,0.5907075881059134,0
18,3,23.114502842005336,0,1.3241033363667694,1
6,1,34.68101836385317,0,0.718436657365876,0
18,0,26.073071239605717,1,1.1196898649108127,1
5,6,24.50294676414814,1,0.3536163710327195,0
5,4,20.03709303429999,1,0.4360558302924622,0
2,3,34.560798686676264,1,0.3422578985592161,0
6,1,18.340448050739017,1,0.4975551408262947,0
18,2,30.53206382512313,1,1.0297405076598214,1
7,6,31.06619668140464,1,0.5473797774711265,0
9,3,22.14216417308573,1,0.7352052758127746,0
19,5,29.416493541421634,0,1.412344585776736,1
14,0,19.57979545444963,1,0.8968997995316985,1
14,0,22.369803529345358,1,0.9475724638529045,1
0,2,31.394333800968504,0,0.3816746489815974,0
19,1,32.699665264570186,1,1.0648064206586643,1
6,3,28.344269015216454,0,0.6537767005935223,0
3,6,26.616253340948205,0,0.6281444384254099,0
5,1,20.708168350522666,1,0.4363003459085348,0
0,0,19.072853562345554,0,0.3878308010312491,0
4,1,20.000033484050498,0,0.5850080901862561,0
22,0,21.86507410163368,0,1.5952068294786503,1
0,1,23.808466532247653,0,0.4812979457681032,0
3,2,24.475461933686784,1,0.46093901167240675,0
21,4,23.88747006601306,0,1.4420477394799975,1
1,2,22.063940647353515,1,0.26478122443735475,0
9,2,26.66531219477887,0,0.7741678725289605,1
4,4,32.02986383995925,0,0.6738467213059138,0
9,4,22.754960154015148,0,0.7916110224366033,1
0,3,34.020579324737966,0,0.41083877818813147,0
21,6,32.84672324930541,1,1.1951348736183578,1
5,6,20.749991592985864,1,0.4205566586630652,0
12,3,31.366691264870607,0,0.9581368784475149,1
14,2,27.76798549940203,0,1.0696062369662092,1
3,2,27.631781156914116,1,0.3230438648425511,0
12,0,24.647726971988966,0,0.9725865602537461,1
23,0,26.519600986094165,0,1.5916666955890155,1
19,6,24.752039216296588,0,1.294756860346874,1
23,3,27.17545451891903,1,1.3610270713506933,1
14,5,28.67515089713481,1,0.9608979576152781,1
7,5,29.463164708953823,1,0.5243401817743303,0
4,3,27.052180273510245,0,0.56410405546262,0
14,0,30.26417514458844,0,1.0884737687409876,1
3,6,20.401726837683597,1,0.40898626041803554,0
11,6,21.603702345338057,1,0.7597053815476679,1
12,0,31.91849506926259,1,0.7734392852696201,1
1,5,23.48297562338906,1,0.274193832559402,0
18,1,18.389195024594045,0,1.2448853925081789,1
18,1,20.61444954435653,1,1.1340679755221474,1
3,0,21.80144538643729,0,0.5704303653850884,0
3,1,34.27448909420798,1,0.33460957644305583,0
10,4,27.74170429182444,0,0.8580707100776385,1
4,3,33.856422588096336,1,0.35566595388582717,0
19,3,27.777776958442622,1,1.1767408668172956,1
10,0,26.149025482343482,1,0.761449025124453,1
9,2,23.333370750299633,1,0.6181346126485603,0
7,5,28.308306055367385,0,0.7729193351775742,0
5,0,20.366366418498007,1,0.34564864906989656,0
5,1,33.270447663976,0,0.62076911346714,0
7,5,32.098650887401824,0,0.7484470533564549,0
22,2,23.398034613904528,0,1.4545158291509084,1
14,1,34.197557969222004,0,1.0531746812605203,1
13,6,32.02841304606466,1,0.8166110221765558,1
10,4,29.327217059195675,0,0.9146096364163186,1
11,1,20.069952489129673,0,0.9406335490796813,1
12,4,26.12997839181723,0,0.8880884383337514,1
7,5,26.603828432394764,1,0.4439649923682467,0
17,4,21.95337309221146,1,1.0196567411071413,1
0,5,19.359411704108133,1,0.22288432930267763,0
14,5,31.204301718018776,1,0.7626247578637384,1
7,5,20.074595886114714,0,0.7250134911924184,0
10,5,28.10294275955017,0,0.873687607174129,1
11,5,33.91963595602223,1,0.8194168889104224,1
11,1,32.893788274166724,0,0.9307489094143568,1
3,5,22.72179460373744,0,0.5691494492370465,0
15,1,32.474626838371506,0,1.157062857004373,1
3,5,18.00565260404832,1,0.24347167600963998,0
4,4,18.300692763425374,1,0.4384103608315869,0
23,6,28.243403785328702,0,1.5607698252728146,1
4,5,24.201569725457002,1,0.4254134319837295,0
7,2,24.5698342997055,1,0.7463118853218164,0
9,5,27.595498541541,1,0.5457943530250706,0
16,5,21.26030174506163,1,1.0862348324880555,1
8,4,21.59984096131313,1,0.5856276240299824,0
21,3,26.2382269793207,0,1.4643664452201506,1
18,4,30.82231025384567,1,1.097724387734938,1
13,2,28.53146177392899,0,1.0287881833300978,1
7,3,23.055035820026262,0,0.7215083535880621,0
8,0,25.315732017651662,1,0.6164754367786506,0
21,0,20.901300895349973,0,1.3741413151664161,1
10,2,19.26870684373039,0,0.9375289583760883,1
22,4,31.305832692650537,0,1.4791902797557372,1
0,1,22.51158595619931,1,0.14349653304798213,0
13,2,21.02202859347122,1,0.8274993571002094,1
4,6,29.75750694467843,0,0.6628574608431287,0
20,3,28.506878462882163,1,1.1732332456491887,1
13,3,28.76422364222889,1,0.8679226809104811,1
3,5,21.89120828239243,1,0.3134521862142264,0
21,0,21.954974155565576,1,1.2878960924961809,1
22,3,21.753644706355864,0,1.5342753869395103,1
0,2,20.953794126259005,0,0.4924304416648206,0
21,3,29.147302433548155,1,1.2412218027250392,1
22,2,32.41627004923983,1,1.3334327402378954,1
18,1,30.313396984503242,0,1.3049033769769474,1
7,5,31.465591773929233,0,0.8147935890931507,0
14,0,24.881573294448398,1,0.8640583806195636,1
20,3,29.119288521323966,0,1.437250265643864,1
14,2,24.022016087561166,1,0.8902651351941661,1
8,4,26.933578573466882,1,0.5967905911445752,0
20,0,26.18779239109266,0,1.4045876242224185,1
8,1,21.007081467445524,0,0.8126120198213339,1
9,2,24.580338925705725,1,0.6441885478439021,0
19,6,34.38497868319997,1,1.1607356591585265,1
20,6,22.225864381154015,0,1.478905902878109,1
8,5,20.274663516751307,1,0.649272484280761,0
2,5,25.115870567606898,0,0.5434577296248448,0
19,1,31.435741509622517,1,1.1272230236988066,1
10,1,27.896519906259527,0,0.8555379585885838,1
5,5,29.576572063050158,0,0.6977650279118877,0
1,3,21.224812418969513,0,0.49380233962648973,0
6,3,28.522119281131268,1,0.5736335337875491,0
17,2,23.49950671349505,1,1.0198009687015386,1
1,4,32.18315722123105,0,0.4385225672319827,0
16,2,28.698079702182515,1,0.9180257918737282,1
10,4,21.38055672218003,0,0.8803764446969564,1
11,1,19.098483557349464,0,0.9998285255289724,1
18,0,18.724764557879556,1,1.07667523103859,1
21,2,24.313945650052393,1,1.2820239897600412,1
23,2,22.519469323123328,0,1.5404748447001098,1
6,4,28.98353209886264,1,0.516202851411078,0
19,1,26.48867519463651,1,1.0926154305092168,1
5,1,22.522327726091472,0,0.654260472481695,0
20,6,20.537042225152994,0,1.2504432014549638,1
23,4,20.162395965686642,1,1.3406551920919008,1
0,1,32.699226666387105,0,0.318476337814243,0
16,5,22.139125462882742,0,1.260299725827341,1
10,3,29.079081014486462,1,0.7388703676382256,1
21,6,31.781660775766525,0,1.4733335490983042,1
17,5,28.439382290140514,0,1.326050311357969,1
20,0,32.612608937998075,1,1.1525541739587581,1
16,2,24.670693265984067,1,1.0873681598957778,1
6,6,34.25577724103212,0,0.7466095782130193,0
16,0,20.263465071027646,0,1.188172235639053,1
19,2,19.736542004178148,1,1.2067810073591474,1
8,3,29.19776648552654,1,0.5446853243794184,0
16,1,34.02812940402545,1,0.9587742919236163,1
19,5,31.751018847817576,1,1.1195705138380152,1
21,4,19.299086610446874,0,1.4235511145967994,1
21,5,22.74925113689018,1,1.1971721178619874,1
7,3,33.815421042243,1,0.6111541533547663,0
16,0,22.301993357613338,0,1.1870572799815087,1
6,4,31.279897204377626,1,0.517625248417844,0
0,1,32.027247330787965,0,0.371482431679316,0
12,3,26.422685758836693,1,0.7089698349725742,1
22,4,24.567931467421364,1,1.313502867919571,1
18,3,25.65211535113591,1,1.0043872512290113,1
23,3,21.85839980421119,0,1.546568297695727,1
18,1,33.11964557419035,0,1.2315842480583594,1
16,6,25.660534164405885,1,1.0993637999615404,1
12,2,33.001810487753694,0,1.0455681361087361,1
15,4,19.79678915840666,0,1.155287689563574,1
7,1,34.80067960700224,0,0.8131853338827334,0
18,3,25.535642486541512,0,1.2576842011267133,1
17,1,18.813123946699793,0,1.2771739689335047,1
0,6,18.646371420036733,0,0.4099905216859357,0
13,2,30.685523377191256,1,0.8632010040666835,1
18,5,29.203604081462572,1,1.1636176750053384,1
14,4,31.636219488168987,0,1.13662460513899,1
17,2,19.7912480771977,1,1.0644361831412512,1
1,0,18.604704739604323,1,0.1672556281885852,0
21,4,26.645847920608833,1,1.2019976852360268,1
16,2,24.589118935207082,1,0.9938645533202138,1
17,3,25.85309792340625,0,1.2546686187138325,1
5,4,34.85700295079466,1,0.3934898137663038,0
18,4,34.50274928040139,1,1.2205838337789212,1
3,1,34.01936162444428,0,0.6258197027626787,0
0,3,31.325325505050454,0,0.4301059160196242,0
7,0,24.032303124367136,1,0.5536018430641872,0
22,5,25.006225814467115,1,1.2893895515049425,1
6,6,27.343472743221717,1,0.45240407699888824,0
2,2,32.11908575888228,1,0.30387402592594315,0
9,1,19.168118152810553,1,0.6628876270071375,0
9,2,25.2130470600431,1,0.5879119712259188,0
18,0,19.404500278807568,0,1.3167088208622448,1
13,0,26.749178971749696,1,0.8422370475587626,1
1,4,33.281314008106,1,0.15460962210613044,0
0,6,31.302243717586947,0,0.3569807494610249,0
22,0,21.87332109823287,0,1.4793197233289177,1
22,2,34.59184444317947,0,1.5943843828670095,1
17,3,29.34495676678928,0,1.277827656226688,1
6,3,18.177270889755853,1,0.43322592154500544,0
7,4,22.34202923964873,1,0.5743018144708819,0
0,5,22.43212609863858,1,0.12263480055308174,0
22,2,19.17732320685962,1,1.3541345526943538,1
2,2,34.3170508072908,1,0.2764437674091061,0
23,0,26.130340007790704,1,1.3453181905630416,1
22,6,33.22884815532199,0,1.5662898323771095,1
7,2,23.47766355855868,1,0.48564182157078756,0
21,1,20.12897069735806,0,1.3801440907443505,1
14,5,26.063713868405635,0,1.0708200336826998,1
4,0,19.937262790143393,1,0.4519189425509659,0
2,1,26.26226355061818,0,0.42403269622615786,0
18,4,33.64505208072993,1,0.9583922200944717,1
0,3,26.853058411181614,0,0.3774420570795501,0
14,4,28.48049535721642,1,0.9275870399955461,1
7,3,20.66285342855474,0,0.8100130874869415,0
1,4,18.74350563995948,1,0.22684193189573004,0
2,2,19.883735357056718,1,0.27942866964419993,0
23,1,28.175036786634216,1,1.4076950367127874,1
13,3,19.61519888286918,1,0.756512915015229,1
23,0,24.391879129002294,1,1.3305739612408496,1
13,1,27.351562987788654,0,1.059521194496253,1
10,0,24.6070975767074,0,0.9224609360642517,1
15,1,20.782624624910124,0,1.1245096653404558,1
3,1,22.65445222773981,1,0.3517220505852921,0
19,4,33.78139805842581,0,1.2255836323293505,1
4,3,29.491698684968043,1,0.3670875793833076,0
21,3,26.432813257558074,1,1.2726754356277235,1
20,6,18.21615312977719,0,1.350885298287266,1
13,1,34.87106180832099,0,1.0529492110794798,1
22,2,29.414733893208936,1,1.322343625040135,1
15,2,23.387682114864063,0,1.1328725399571116,1
17,0,32.94756721996325,1,1.0585231885498285,1
6,0,22.393337544960907,1,0.4518633717357694,0
9,4,27.248281846106778,1,0.6396694360151977,0
6,1,28.813202983407024,1,0.5305108084794611,0
0,0,21.758077314713383,1,0.20784864804842174,0
22,0,34.63275373961013,0,1.4706734365218033,1
20,5,30.719262401642958,0,1.4112108202145395,1
18,1,27.48282483368819,1,1.135730489531831,1
15,4,21.070108168980116,1,0.847502936071126,1
18,0,18.915589518966446,0,1.3579537032477949,1
3,4,23.44101715285672,0,0.5331872630659464,0
17,3,30.80418471052785,1,1.0712744966620116,1
1,4,22.578632071134425,0,0.5098623461822614,0
0,2,27.172455748423587,1,0.1314163151384767,0
14,2,30.375102004422633,0,1.0645279498786229,1
4,4,19.835043148989893,1,0.3855725652062148,0
19,2,29.65006627396985,0,1.3108123239437788,1
10,3,19.56180509107076,1,0.7867468287918404,1
9,1,34.40720561615894,0,0.8071613953086605,1
1,2,26.302700211103975,0,0.4222226610256567,0
2,2,20.561493831067914,1,0.3102194515801489,0
22,4,23.82052181257029,0,1.4398925236961955,1
22,3,25.028079638019445,1,1.2802159644121869,1
11,6,30.889145188301136,0,0.9658726630625089,1
19,6,30.638204363302357,1,1.1333569797808745,1
4,6,28.40298859073463,0,0.5953306570550027,0
4,6,19.80082211349438,1,0.3735333943775815,0
5,1,20.57667931699045,0,0.5742764845409617,0
8,4,19.593867650974463,1,0.6160796605669621,0
1,4,27.81193731588835,0,0.5377466535823621,0
20,5,32.91135350569387,1,1.2009200815391718,1
11,3,25.37460870833112,1,0.7612632058623775,1
2,6,20.734418957281687,1,0.334636137755843,0
19,1,27.48671952753244,0,1.2865334751726651,1
21,3,31.799787686717067,1,1.3351257329064803,1
11,6,30.609105045719808,0,0.9601164398211401,1
23,1,32.984663254475365,1,1.4315928449544555,1
16,3,22.724335653230753,0,1.1633483502238007,1
9,4,21.297215743552172,1,0.7409030961278913,0
23,4,32.956880261012955,0,1.5887577747017394,1
13,0,29.17852531722639,0,1.0776520042926179,1
22,2,23.285791810128423,1,1.3117012227176574,1
16,6,30.619916859732655,0,1.1875735690962776,1
17,5,31.857012536166252,0,1.3100265829236937,1
18,3,28.454630085799252,1,1.1070179934924025,1
16,5,29.694029867958555,0,1.1016465148206425,1
13,0,24.379418375525326,0,0.9941406769146499,1
8,2,27.157826344831662,0,0.7907077123903626,1
7,3,26.91070590234476,1,0.5654999491582778,0
1,1,32.41681244922312,0,0.4471705755550052,0
12,6,32.2793876647971,1,0.8609485394896832,1
6,2,32.15556797889973,0,0.6024449067980688,0
8,4,18.187537442461917,0,0.8071793968252581,1
21,0,30.742273235971098,0,1.3591010387306424,1
21,2,30.897498631887082,1,1.2879856147742084,1
10,6,29.532439988537412,0,0.8952770642778999,1
13,2,30.856499184154693,0,1.070980498601206,1
3,6,32.31349631544405,1,0.30680585197051174,0
12,4,25.995423919730356,0,1.0639732465828875,1
1,3,26.5348536293036,1,0.3020862332029426,0
22,1,20.120138967493638,1,1.3291772151505945,1
4,4,24.55139001180515,0,0.5935241376568281,0
10,1,28.93720805850033,1,0.7289928642647565,1
5,3,31.266796194503666,0,0.6146553716006325,0
17,2,21.69255466075058,1,1.0927777829510357,1
20,1,20.342989285707002,1,1.282474044716196,1
9,0,29.271714076508367,0,0.9035305279989594,1
3,0,18.03195801992348,1,0.31351987650962954,0
8,6,21.032333933224606,1,0.6180708658636552,0
5,4,18.494213465847213,1,0.3853429228120676,0
1,3,20.837047003532806,1,0.2786195155587838,0
16,6,21.082427758733587,1,1.022530170643127,1
4,4,24.590451110756703,0,0.5065091830233919,0
5,4,24.83956111967145,1,0.3919108078043818,0
11,6,32.86246200037404,0,0.9358430551628117,1
22,5,26.671865112480027,1,1.2849570126429588,1
20,4,30.29788101540887,0,1.3395261532290597,1
9,5,19.770335084644888,0,0.8694489364676092,1
21,0,21.832458842882794,1,1.2625736804470256,1
20,0,29.950038496637504,1,1.190286543401074,1
5,4,18.897667327964978,1,0.4122104249920819,0
7,0,26.272160258143803,0,0.8024353563208282,0
1,3,28.189272416269876,1,0.33277035565441476,0
11,5,28.236475948892178,0,0.9258219258076732,1
12,5,18.389857791556715,0,0.9693916541422589,1
20,4,23.475836071896154,0,1.4245603832705998,1
6,0,28.82034106783562,1,0.4820985310126507,0
9,1,20.532995514537138,1,0.6430301399668383,0
12,6,29.822066021576905,0,1.0369826575862335,1
16,6,30.680728549832466,0,1.1045321956246354,1
20,5,34.69347623758447,1,1.2659151162426334,1
13,4,21.56731391255896,0,1.0536340262164672,1
1,4,32.027221350323956,1,0.22942534277189097,0
21,3,26.845041807617118,0,1.4455382922889277,1
10,2,24.34886413445095,1,0.6981214677510259,1
0,2,20.080404874528025,0,0.31343993482775373,0
18,5,30.50359531028814,1,1.1747469113726619,1
20,6,22.009579185442682,0,1.4020662816135308,1
3,3,24.314174031841777,1,0.3721501065223688,0
18,3,19.063217857255264,1,1.1475774885287022,1
20,3,31.623237568931824,0,1.348941877121985,1
10,5,31.032004907517937,0,0.9236735949517615,1
7,2,30.471469110719312,1,0.5366179454550604,0
10,6,23.090539678362074,0,0.9423385387608247,1
3,3,20.949161262521272,1,0.24363862898242528,0
16,6,28.838405495993904,0,1.1950452849879367,1
6,0,26.43482852992473,1,0.4698589672108019,0
7,4,21.030291937378905,1,0.5716131475317078,0
2,4,29.660491607847682,1,0.3235022093684102,0
21,6,34.849149340962164,1,1.2146187052588986,1
1,1,30.70273299161464,1,0.21439130679119783,0
